79;10;ACADEMY BLADE;JULIA MINELLI;17.99;0;7189
80;13;ACADEMY BLANKET;CHARLTON NICHOLSON;9.99;0;6858
81;4;ACADEMY BLINDNESS;MICHELLE MCCONAUGHEY;20.99;0;58
82;5;ACADEMY BLOOD;MARLON DIAZ;27.99;0;3414
83;11;ACADEMY BLUES;MARLENE TEMPLE;15.99;0;1863
84;3;ACADEMY BOILED;ROBERT JOLIE;23.99;0;1912
85;7;ACADEMY BONNIE;SANDRA PALTROW;20.99;0;9325
86;4;ACADEMY BOOGIE;KEVIN WALKEN;28.99;0;5526
87;16;ACADEMY BOONDOCK;RIP RYDER;21.99;0;9953
88;15;ACADEMY BORN;SCARLETT FINNEY;21.99;0;7594
89;13;ACADEMY BORROWERS;ELVIS RYAN;21.99;0;1670
90;13;ACADEMY BOULEVARD;SCARLETT TAUTOU;22.99;0;6120
91;10;ACADEMY BOUND;KATE MIRANDA;12.99;0;330
92;12;ACADEMY BOWFINGER;ROBIN KEATON;19.99;0;4899
93;9;ACADEMY BRANNIGAN;RIP BARRYMORE;17.99;0;4522
94;3;ACADEMY BRAVEHEART;EDWARD HAWKE;17.99;0;7176
95;10;ACADEMY BREAKFAST;LAUREN SILVERSTONE;18.99;0;9952
96;1;ACADEMY BREAKING;MARILYN BERGMAN;21.99;0;2198
97;11;ACADEMY BRIDE;NICK WAHLBERG;18.99;0;8506
98;16;ACADEMY BRIGHT;SISSY WEAVER;25.99;0;5368
99;4;ACADEMY BRINGING;VAL HURT;18.99;0;9673
100;3;ACADEMY BROOKLYN;PENELOPE HOPPER;25.99;0;2576
101;13;ACADEMY BROTHERHOOD;GOLDIE WILLIS;17.99;0;5545
102;10;ACADEMY BUBBLE;JODIE CRUISE;16.99;0;9166
103;4;ACADEMY BUCKET;SANDRA MARX;11.99;0;1991
104;11;ACADEMY BUGSY;MEG MALDEN;21.99;0;5609
105;10;ACADEMY BULL;ALAN DENCH;16.99;0;9237
106;10;ACADEMY BULWORTH;SIDNEY ROBBINS;28.99;0;4480
107;8;ACADEMY BUNCH;MAE RYDER;29.99;0;2929
108;15;ACADEMY BUTCH;SISSY GARLAND;24.99;0;2730
109;16;ACADEMY BUTTERFLY;SANDRA BRODY;22.99;0;9246
110;3;ACADEMY CABIN;CHRISTIAN DREYFUSS;13.99;0;1763
111;3;ACADEMY CADDYSHACK;VAL DEAN;9.99;0;1200
112;8;ACADEMY CALENDAR;SUSAN MIRANDA;11.99;0;706
113;7;ACADEMY CALIFORNIA;JANE JOHANSSON;15.99;0;9124
114;10;ACADEMY CAMELOT;ALICIA CRUISE;18.99;0;7534
115;6;ACADEMY CAMPUS;ANDY ZELLWEGER;19.99;0;6618
116;12;ACADEMY CANDIDATE;SIDNEY FISHER;22.99;0;502
117;13;ACADEMY CANDLES;MICHAEL SANDLER;23.99;0;3130
118;13;ACADEMY CANYON;RICHARD DUNST;12.99;0;535
119;2;ACADEMY CAPER;ED CHASE;11.99;0;581
120;15;ACADEMY CARIBBEAN;ANNE WEAVER;28.99;0;2570
121;10;ACADEMY CAROL;LAUREN COOPER;19.99;0;9261
122;9;ACADEMY CARRIE;NATALIE LOREN;13.99;0;6336
123;9;ACADEMY CASABLANCA;TIM ANISTON;16.99;0;5227
124;7;ACADEMY CASPER;MEG FAWCETT;22.99;0;2691
125;12;ACADEMY CASSIDY;DENNIS FONDA;24.99;0;6836
126;1;ACADEMY CASUALTIES;RUSSELL STREEP;21.99;0;6680
127;9;ACADEMY CAT;ELIZABETH STREEP;14.99;0;5144
128;15;ACADEMY CATCH;KARL MATTHAU;26.99;0;7368
129;6;ACADEMY CAUSE;ANGELA GARBO;9.99;0;4873
130;5;ACADEMY CELEBRITY;RIVER PALTROW;19.99;0;783
131;4;ACADEMY CENTER;SYLVESTER HUSTON;9.99;0;2449
132;12;ACADEMY CHAINSAW;BOB MATTHAU;29.99;0;1661
133;8;ACADEMY CHAMBER;PEARL PRESLEY;9.99;0;7365
134;12;ACADEMY CHAMPION;BRAD WAHLBERG;25.99;0;1015
135;5;ACADEMY CHANCE;RICHARD DEGENERES;10.99;0;2773
136;3;ACADEMY CHAPLIN;ORLANDO WATSON;11.99;0;8453
137;6;ACADEMY CHARADE;JEREMY O’DONNELL;18.99;0;3240
138;10;ACADEMY CHARIOTS;BEN BULLOCK;16.99;0;6599
139;2;ACADEMY CHASING;LAUREN THERON;13.99;0;5289
140;5;ACADEMY CHEAPER;PARKER WAYNE;11.99;0;5150
141;7;ACADEMY CHICAGO;JENNIFER DAVIS;12.99;0;4338
142;1;ACADEMY CHICKEN;CARRIE MIRANDA;18.99;0;7803
143;13;ACADEMY CHILL;STEVE NOLTE;27.99;0;472
144;9;ACADEMY CHINATOWN;THORA CRAWFORD;11.99;0;5962
145;11;ACADEMY CHISUM;KATE PACINO;17.99;0;5777
146;15;ACADEMY CHITTY;RALPH DAY-LEWIS;16.99;0;975
147;13;ACADEMY CHOCOLAT;NICOLE GRANT;28.99;0;8315
148;12;ACADEMY CHOCOLATE;JULIA MCQUEEN;22.99;0;5789
149;11;ACADEMY CHRISTMAS;OPRAH BACALL;21.99;0;1440
150;4;ACADEMY CIDER;ROSIE ROBERTS;24.99;0;6668
151;6;ACADEMY CINCINATTI;SIDNEY BRANAGH;11.99;0;2704
152;4;ACADEMY CIRCUS;MARLON DRIVER;28.99;0;5070
153;13;ACADEMY CITIZEN;CHARLES WATSON;15.99;0;6446
154;14;ACADEMY CLASH;MATTHEW DEE;22.99;0;8130
155;13;ACADEMY CLEOPATRA;LEELEE BACALL;21.99;0;7745
156;5;ACADEMY CLERKS;SHIRLEY BERRY;12.99;0;3598
157;8;ACADEMY CLOCKWORK;MARISA GOLDBERG;11.99;0;8695
158;10;ACADEMY CLONES;RICHARD BOLGER;24.99;0;3668
159;7;ACADEMY CLOSER;LENA DIETRICH;10.99;0;4322
160;15;ACADEMY CLUB;JESSICA NEWMAN;18.99;0;2245
161;4;ACADEMY CLUE;FRED LOLLOBRIGIDA;11.99;0;4802
162;8;ACADEMY CLUELESS;SALLY CRUISE;11.99;0;1846
163;1;ACADEMY CLYDE;FAY TRACY;25.99;0;6876
164;3;ACADEMY COAST;WALTER BALL;25.99;0;8613
165;4;ACADEMY COLDBLOODED;KATE WRAY;23.99;0;8286
166;15;ACADEMY COLOR;HUMPHREY PECK;13.99;0;1548
167;11;ACADEMY COMA;GREGORY FINNEY;20.99;0;6404
168;12;ACADEMY COMANCHEROS;KATHARINE HORNE;9.99;0;1917
169;12;ACADEMY COMFORTS;DUSTIN HOFFMAN;22.99;0;3494
170;9;ACADEMY COMMAND;GREG HECHE;10.99;0;8094
171;15;ACADEMY COMMANDMENTS;JULIANNE WOOD;14.99;0;3593
172;8;ACADEMY CONEHEADS;MEL SUVARI;25.99;0;1404
173;7;ACADEMY CONFESSIONS;LEONARDO BOLGER;29.99;0;8691
174;3;ACADEMY CONFIDENTIAL;GENE SANDLER;17.99;0;5324
175;12;ACADEMY CONFUSED;WALTER WINFREY;10.99;0;531
176;15;ACADEMY CONGENIALITY;ANDY TORN;17.99;0;2199
177;13;ACADEMY CONNECTICUT;AUDREY MCDORMAND;18.99;0;4600
178;10;ACADEMY CONNECTION;KIRK SPACEK;13.99;0;6726
179;2;ACADEMY CONQUERER;JODIE WILLIS;17.99;0;9309
180;15;ACADEMY CONSPIRACY;SOPHIA BOLGER;27.99;0;9215
181;15;ACADEMY CONTACT;RIVER BLANCHETT;29.99;0;48
182;4;ACADEMY CONTROL;LUCILLE DRIVER;14.99;0;365
183;12;ACADEMY CONVERSATION;SCARLETT GABLE;14.99;0;6753
184;16;ACADEMY CORE;MAE MCDORMAND;18.99;0;9961
185;6;ACADEMY COWBOY;BRAD WALKEN;14.99;0;2911
186;3;ACADEMY CRAFT;HELEN PFEIFFER;9.99;0;8896
187;1;ACADEMY CRANES;CLARK THURMAN;22.99;0;9254
188;11;ACADEMY CRAZY;EWAN TAYLOR;20.99;0;8287
189;4;ACADEMY CREATURES;JENNIFER BRANDO;27.99;0;4613
190;14;ACADEMY CREEPERS;HENRY TURNER;29.99;0;1877
191;4;ACADEMY CROOKED;SUSAN GARCIA;22.99;0;6155
192;9;ACADEMY CROSSING;JUDE GOLDBERG;23.99;0;6501
193;10;ACADEMY CROSSROADS;JULIANNE O’DONNELL;27.99;0;6754
194;12;ACADEMY CROW;RALPH HORNE;12.99;0;3341
195;11;ACADEMY CROWDS;ED CRONYN;9.99;0;4177
196;4;ACADEMY CRUELTY;PEARL GRANT;11.99;0;1450
197;12;ACADEMY CRUSADE;JULIANNE KIDMAN;14.99;0;5418
198;15;ACADEMY CRYSTAL;DUSTIN STALLONE;17.99;0;4769
199;2;ACADEMY CUPBOARD;UMA HORNE;27.99;0;2665
200;4;ACADEMY CURTAIN;JEFF DOUGLAS;18.99;0;5866
201;15;ACADEMY CYCLONE;WILL KAHN;22.99;0;9850
202;13;ACADEMY DADDY;JULIA GRANT;15.99;0;7402
203;14;ACADEMY DAISY;LAUREN KIDMAN;11.99;0;3238
204;10;ACADEMY DALMATIONS;RALPH BALL;19.99;0;4273
205;13;ACADEMY DANCES;MILLA CAINE;13.99;0;79
206;14;ACADEMY DANCING;JULIANNE HUNT;25.99;0;1673
207;13;ACADEMY DANGEROUS;KIM WALKEN;15.99;0;1936
208;1;ACADEMY DARES;NATALIE BRANDO;21.99;0;6782
209;16;ACADEMY DARKNESS;MORGAN RUSSELL;24.99;0;6457
210;3;ACADEMY DARKO;PENELOPE BLOOM;27.99;0;3817
211;14;ACADEMY DARLING;RUSSELL CAMPBELL;17.99;0;9815
212;9;ACADEMY DARN;SPENCER PALTROW;11.99;0;1550
213;5;ACADEMY DATE;EMILY BAILEY;9.99;0;4789
214;12;ACADEMY DAUGHTER;EMILY LUGOSI;18.99;0;5732
215;2;ACADEMY DAWN;MARY HUDSON;27.99;0;9860
216;4;ACADEMY DAY;CARRIE CRUISE;11.99;0;605
217;2;ACADEMY DAZED;PARKER CAMPBELL;29.99;0;7692
218;3;ACADEMY DECEIVER;RENEE LAW;17.99;0;4484
219;15;ACADEMY DEEP;ANDY FIELD;12.99;0;3496
220;12;ACADEMY DEER;RITA SOBIESKI;17.99;0;1454
221;7;ACADEMY DELIVERANCE;GREG WATSON;19.99;0;9254
222;10;ACADEMY DESERT;ANTHONY BRODY;16.99;0;3241
223;2;ACADEMY DESIRE;SIDNEY DERN;28.99;0;4877
224;6;ACADEMY DESPERATE;RENEE LANSBURY;17.99;0;5474
225;12;ACADEMY DESTINATION;HARRISON HOPE;20.99;0;675
226;12;ACADEMY DESTINY;ADRIEN DAY-LEWIS;9.99;0;466
227;16;ACADEMY DETAILS;CHRISTIAN DUNST;9.99;0;2814
228;6;ACADEMY DETECTIVE;KATE PINKETT;14.99;0;2063
229;12;ACADEMY DEVIL;ORLANDO AFFLECK;20.99;0;4812
230;2;ACADEMY DIARY;THORA CAGE;18.99;0;7689
231;9;ACADEMY DINOSAUR;WINONA HACKMAN;20.99;0;7178
232;10;ACADEMY DIRTY;AL HARRIS;24.99;0;6477
233;1;ACADEMY DISCIPLE;HENRY SARANDON;20.99;0;344
234;13;ACADEMY DISTURBING;ANDY RYAN;20.99;0;4297
235;1;ACADEMY DIVIDE;KIRK HAWKE;28.99;0;2550
236;12;ACADEMY DIVINE;MARLENE HACKMAN;23.99;0;895
237;7;ACADEMY DIVORCE;JON KAHN;18.99;0;9431
238;2;ACADEMY DOCTOR;NICOLE DUKAKIS;18.99;0;8047
239;9;ACADEMY DOGMA;LENA MCQUEEN;20.99;0;9263
240;16;ACADEMY DOLLS;GREG CRUZ;20.99;0;2132
241;13;ACADEMY DONNIE;LISA TANDY;18.99;0;5463
242;9;ACADEMY DOOM;ANNE WRAY;9.99;0;3211
243;16;ACADEMY DOORS;LISA KEATON;24.99;1;4739
244;9;ACADEMY DORADO;BURT JOLIE;11.99;0;2840
245;1;ACADEMY DOUBLE;JODIE ASTAIRE;17.99;0;6238
246;10;ACADEMY DOUBTFIRE;JOHN GABLE;13.99;0;543
247;13;ACADEMY DOWNHILL;ANGELINA FISHER;26.99;0;4802
248;3;ACADEMY DOZEN;ZERO FISHER;24.99;0;9924
249;4;ACADEMY DRACULA;JOHNNY LOLLOBRIGIDA;16.99;0;5402
250;10;ACADEMY DRAGON;KIRK POSEY;11.99;0;1196
251;12;ACADEMY DRAGONFLY;JOAN POITIER;13.99;0;2646
252;5;ACADEMY DREAM;LEELEE PFEIFFER;15.99;0;9469
253;13;ACADEMY DRIFTER;EWAN O’DONNELL;25.99;0;3279
254;13;ACADEMY DRIVER;SPENCER NICHOLSON;14.99;0;6092
255;14;ACADEMY DRIVING;GWYNETH MCQUEEN;16.99;0;5054
256;9;ACADEMY DROP;ELIZABETH HUDSON;29.99;0;2151
257;4;ACADEMY DRUMLINE;UMA WAYNE;26.99;0;4885
258;13;ACADEMY DRUMS;CLARK BASINGER;10.99;0;6256
259;7;ACADEMY DUCK;FRED MCKELLEN;14.99;0;3180
260;15;ACADEMY DUDE;WALTER PFEIFFER;14.99;0;6978
261;13;ACADEMY DUFFEL;CHRISTIAN MARX;9.99;0;8439
262;4;ACADEMY DUMBO;RALPH SINATRA;12.99;0;469
263;11;ACADEMY DURHAM;BRAD HAWKE;26.99;0;9439
264;8;ACADEMY DWARFS;LANA SPACEK;25.99;0;4838
265;2;ACADEMY DYING;DENNIS ALLEN;9.99;0;3220
266;12;ACADEMY DYNAMITE;TIM BACALL;27.99;0;5114
267;12;ACADEMY EAGLES;GLENN DICAPRIO;20.99;0;9679
268;10;ACADEMY EARLY;HELEN BLOOM;23.99;0;8445
269;10;ACADEMY EARRING;MEL GRANT;13.99;0;8064
270;11;ACADEMY EARTH;RIVER DEE;27.99;0;904
271;4;ACADEMY EASY;CANDICE AFFLECK;12.99;0;1602
272;11;ACADEMY EDGE;JADA MIRANDA;29.99;0;8630
273;16;ACADEMY EFFECT;VIVIEN PRESLEY;16.99;0;8806
274;3;ACADEMY EGG;EMILY BENING;27.99;0;4175
275;11;ACADEMY EGYPT;MARISA WATSON;19.99;0;9163
276;10;ACADEMY ELEMENT;SUSAN BALL;23.99;0;8229
277;14;ACADEMY ELEPHANT;JOAN STREEP;15.99;0;6505
278;3;ACADEMY ELF;IAN RUSH;11.99;0;8480
279;16;ACADEMY ELIZABETH;SPENCER DUNST;14.99;0;1647
280;11;ACADEMY EMPIRE;BRUCE SOBIESKI;15.99;0;9311
281;4;ACADEMY ENCINO;WILLEM TORN;12.99;0;1659
282;16;ACADEMY ENCOUNTERS;AL HOPPER;18.99;0;8462
283;2;ACADEMY ENDING;MADELINE TOMEI;19.99;1;7486
284;6;ACADEMY ENEMY;ANGELA WITHERSPOON;14.99;0;2036
285;7;ACADEMY ENGLISH;ALICIA TRACY;20.99;0;3473
286;8;ACADEMY ENOUGH;ED HOPPER;18.99;0;8399
287;10;ACADEMY ENTRAPMENT;FRANK LUGOSI;21.99;0;380
288;8;ACADEMY ESCAPE;TIM CAGE;10.99;0;9278
289;14;ACADEMY EVE;SPENCER ZELLWEGER;27.99;0;1442
290;2;ACADEMY EVERYONE;ANGELINA NORTON;11.99;0;2715
291;8;ACADEMY EVOLUTION;NATALIE NICHOLSON;23.99;0;3398
292;9;ACADEMY EXCITEMENT;THORA PENN;26.99;0;9627
293;15;ACADEMY EXORCIST;BRAD RYAN;26.99;0;7354
294;12;ACADEMY EXPECATIONS;NEVE PFEIFFER;22.99;0;9902
295;13;ACADEMY EXPENDABLE;MEG PACINO;26.99;0;8951
296;2;ACADEMY EXPRESS;LANA DUKAKIS;26.99;0;6873
297;3;ACADEMY EXTRAORDINARY;HUME LANCASTER;11.99;0;7358
298;2;ACADEMY EYES;JULIETTE DRIVER;12.99;0;4168
299;15;ACADEMY FACTORY;CHARLES STALLONE;22.99;0;7583
300;11;ACADEMY FALCON;JESSICA DUKAKIS;15.99;0;2854
301;4;ACADEMY FAMILY;LAURA DERN;25.99;0;5792
302;8;ACADEMY FANTASIA;CARY DRIVER;27.99;0;5337
303;10;ACADEMY FANTASY;RITA HUNT;11.99;0;9190
304;9;ACADEMY FARGO;ORLANDO LANCASTER;23.99;0;2580
305;8;ACADEMY FATAL;KEVIN SINATRA;28.99;0;6886
306;4;ACADEMY FEATHERS;UMA FINNEY;25.99;0;444
307;6;ACADEMY FELLOWSHIP;GOLDIE LANCASTER;19.99;0;7295
308;1;ACADEMY FERRIS;DARYL ANISTON;26.99;0;8497
309;13;ACADEMY FEUD;HUME O’DONNELL;19.99;0;5901
310;13;ACADEMY FEVER;HUMPHREY SORVINO;15.99;0;5268
311;1;ACADEMY FICTION;RUBY WATSON;29.99;0;9414
312;1;ACADEMY FIDDLER;JON BENING;16.99;0;9134
313;2;ACADEMY FIDELITY;TIM LEIGH;14.99;0;780
314;2;ACADEMY FIGHT;PAUL CLOSE;19.99;0;1553
315;2;ACADEMY FINDING;WINONA HOPPER;19.99;0;7322
316;1;ACADEMY FIRE;MATTHEW RYDER;27.99;0;3846
317;14;ACADEMY FIREBALL;JEFF REYNOLDS;15.99;0;9982
318;4;ACADEMY FIREHOUSE;KIRSTEN CHASE;12.99;0;9711
319;4;ACADEMY FISH;CARY KINNEAR;9.99;0;8122
320;3;ACADEMY FLAMINGOS;EMILY COSTNER;12.99;0;514
321;15;ACADEMY FLASH;RUBY PFEIFFER;20.99;0;6075
322;16;ACADEMY FLATLINERS;HALLE HOPE;17.99;0;4634
323;7;ACADEMY FLIGHT;LIZA AKROYD;29.99;0;476
324;15;ACADEMY FLINTSTONES;LEELEE HECHE;10.99;0;6526
325;15;ACADEMY FLOATS;RIVER MCDORMAND;12.99;0;5078
326;4;ACADEMY FLYING;DREW NICHOLSON;10.99;0;8490
327;11;ACADEMY FOOL;FRANCES CRUZ;9.99;0;646
328;8;ACADEMY FOREVER;AUDREY WRAY;11.99;0;2533
329;3;ACADEMY FORREST;MEL TOMEI;24.99;0;1261
330;7;ACADEMY FORRESTER;NICOLE STALLONE;13.99;0;5288
331;12;ACADEMY FORWARD;DEBBIE CROWE;29.99;0;4502
332;14;ACADEMY FRANKENSTEIN;MARISA TORN;11.99;0;2410
333;3;ACADEMY FREAKY;DREW HARRIS;14.99;0;1928
334;9;ACADEMY FREDDY;BETTE NICHOLSON;12.99;0;471
335;5;ACADEMY FREEDOM;SIDNEY SOBIESKI;10.99;0;8771
336;10;ACADEMY FRENCH;ANTHONY RUSH;25.99;0;3041
337;4;ACADEMY FRIDA;DANIEL LAW;27.99;0;1197
338;2;ACADEMY FRISCO;JULIETTE STREEP;16.99;0;486
339;9;ACADEMY FROGMEN;NATALIE MALDEN;22.99;0;1527
340;11;ACADEMY FRONTIER;WILLIAM BIRCH;21.99;0;322
341;8;ACADEMY FROST;RITA PENN;19.99;0;5657
342;14;ACADEMY FUGITIVE;CARY PITT;9.99;0;8035
343;3;ACADEMY FULL;MARLENE POSEY;23.99;0;7442
344;12;ACADEMY FURY;GRACE MOSTEL;18.99;0;1146
345;10;ACADEMY GABLES;DANIEL WITHERSPOON;21.99;0;3328
346;10;ACADEMY GALAXY;ANGELINA AKROYD;17.99;0;5549
347;16;ACADEMY GAMES;FRANK FOSTER;11.99;0;9238
348;15;ACADEMY GANDHI;MATTHEW JOHANSSON;21.99;0;7835
349;6;ACADEMY GANGS;JAYNE THERON;22.99;0;7431
350;13;ACADEMY GARDEN;NATALIE WAHLBERG;29.99;0;2829
351;5;ACADEMY GASLIGHT;FAY BOLGER;16.99;0;8108
352;15;ACADEMY GATHERING;CHARLTON KEATON;13.99;0;5131
353;3;ACADEMY GENTLEMEN;AL LANSBURY;25.99;0;1792
354;10;ACADEMY GHOST;ANNETTE HOPE;9.99;0;3873
355;13;ACADEMY GHOSTBUSTERS;GARY TAYLOR;19.99;0;8027
356;13;ACADEMY GIANT;SPENCER CAMPBELL;10.99;0;4315
357;15;ACADEMY GILBERT;VAL HACKMAN;9.99;0;5809
358;9;ACADEMY GILMORE;CATE PFEIFFER;20.99;0;2677
359;12;ACADEMY GLADIATOR;MINNIE BRANDO;25.99;0;8167
360;3;ACADEMY GLASS;MENA TYLER;19.99;0;5300
361;5;ACADEMY GLEAMING;MATTHEW CROWE;13.99;0;1615
362;11;ACADEMY GLORY;KIM CAMPBELL;21.99;0;1563
363;3;ACADEMY GO;SHIRLEY PENN;15.99;0;4077
364;10;ACADEMY GODFATHER;JULIA ANISTON;14.99;0;6566
365;2;ACADEMY GOLD;KIRSTEN AFFLECK;25.99;0;9753
366;6;ACADEMY GOLDFINGER;CHRIS RYAN;29.99;1;4240
367;3;ACADEMY GOLDMINE;KIRK MCGREGOR;23.99;0;7373
368;14;ACADEMY GONE;JEREMY GIBSON;24.99;0;7346
369;3;ACADEMY GOODFELLAS;OLYMPIA DEGENERES;23.99;0;5652
370;6;ACADEMY GORGEOUS;KIRSTEN MATTHAU;27.99;0;638
371;14;ACADEMY GOSFORD;SALLY PENN;9.99;0;8529
372;8;ACADEMY GRACELAND;JOE SWANK;9.99;0;6921
373;13;ACADEMY GRADUATE;ANNETTE HAYEK;13.99;0;7329
374;16;ACADEMY GRAFFITI;WHOOPI FINNEY;23.99;1;4867
375;5;ACADEMY GRAIL;BRUCE FIENNES;26.99;0;5034
376;15;ACADEMY GRAPES;DIANE BERRY;24.99;0;9287
377;10;ACADEMY GREASE;PENELOPE LEIGH;10.99;0;3460
378;13;ACADEMY GREATEST;PAUL FREEMAN;26.99;0;9398
379;10;ACADEMY GREEDY;ELVIS KAHN;20.99;0;2521
380;1;ACADEMY GREEK;KIRSTEN HURT;11.99;0;7805
381;11;ACADEMY GRINCH;SALLY DAMON;27.99;0;9721
382;13;ACADEMY GRIT;KATHARINE LAW;21.99;0;1320
383;15;ACADEMY GROOVE;JOE HEPBURN;23.99;0;448
384;11;ACADEMY GROSSE;KIM SUVARI;27.99;0;7714
385;3;ACADEMY GROUNDHOG;EDWARD HECHE;23.99;0;5593
386;8;ACADEMY GUMP;PARKER DAFOE;16.99;0;7239
387;6;ACADEMY GUN;FAY STREEP;27.99;0;9413
388;16;ACADEMY GUNFIGHT;HARRISON FORD;19.99;0;6508
