AmountID;CustomerID;EmployeeID
419;413;26
420;414;58
421;415;93
422;416;29
423;417;129
424;418;107
425;419;96
426;420;18
427;421;46
428;422;138
429;423;77
430;424;74
431;425;68
432;426;129
433;427;160
434;428;78
435;135;25
436;429;148
437;430;62
438;431;160
439;432;126
440;433;114
441;434;24
442;435;176
443;436;44
444;9;147
445;437;154
446;438;17
447;439;39
448;440;16
449;441;136
450;399;10
451;442;177
452;443;157
453;444;172
454;445;143
455;446;178
456;447;1
457;448;179
458;449;2
459;450;88
460;451;48
461;452;168
462;453;150
463;454;150
464;455;46
465;456;180
466;457;151
467;458;102
468;459;14
469;460;75
470;461;170
471;462;181
472;463;182
473;464;183
474;465;184
475;466;65
476;467;85
477;468;3
478;469;146
479;470;95
480;471;127
481;472;72
482;473;30
483;474;11
484;475;160
485;476;120
486;458;62
487;477;177
488;478;32
489;479;79
490;480;76
491;481;104
492;482;120
493;483;98
494;484;74
495;485;7
496;486;21
497;487;19
498;488;106
499;489;83
500;490;5
501;491;169
502;492;172
503;493;14
504;494;185
505;495;167
506;496;132
507;497;129
508;498;159
509;499;132
510;500;148
511;501;186
512;502;30
513;503;94
514;504;97
515;505;73
516;506;141
517;507;33
518;508;114
519;509;67
520;510;134
521;511;162
522;512;187
523;513;187
524;54;156
525;514;45
526;515;93
527;516;79
528;517;12
529;518;103
530;519;40
531;520;119
532;521;128
533;522;139
534;523;30
535;524;188
536;525;36
537;526;46
538;527;185
539;528;181
540;529;189
541;530;1
542;531;99
543;203;96
544;532;165
545;533;164
546;534;185
547;535;59
548;536;40
549;537;161
550;538;140
551;539;62
552;540;133
553;541;115
554;542;85
555;543;4
556;544;125
557;545;86
558;546;107
559;547;27
560;548;112
561;549;77
562;550;190
563;551;78
564;552;191
565;553;147
566;554;116
567;555;97
568;556;117
569;557;80
570;558;119
571;559;31
572;560;147
573;561;57
574;562;158
575;563;128
576;564;97
577;565;115
578;566;122
579;567;82
580;568;74
581;569;81
582;570;82
583;571;92
584;572;94
585;573;192
586;574;25
587;575;2
588;576;136
589;577;56
590;578;182
591;579;144
592;580;105
593;141;84
594;581;193
595;582;101
596;583;51
597;584;194
598;585;52
599;586;130
600;587;163
601;588;4
602;589;114
603;590;57
604;591;17
605;592;126
606;593;128
607;594;122
608;595;137
609;596;84
610;597;44
611;598;81
612;599;86
613;600;67
614;601;1
615;602;62
616;546;195
617;393;123
618;603;175
619;604;45
620;605;33
621;606;74
622;607;10
623;608;97
624;609;35
625;610;45
626;611;28
627;612;142
628;613;136
629;614;181
630;615;61
631;616;185
632;617;149
633;618;59
634;619;24
635;620;117
636;621;175
637;622;187
638;623;112
639;624;178
640;625;151
641;626;196
642;627;140
643;628;8
644;629;137
645;630;47
646;268;69
647;631;187
648;632;75
649;633;106
650;634;22
651;635;103
652;636;192
653;637;195
654;638;51
655;639;177
656;640;41
657;641;102
658;642;92
659;643;87
660;644;105
661;645;105
662;646;21
663;647;145
664;648;80
665;649;138
666;650;175
667;651;9
668;652;42
669;653;123
670;654;168
671;655;80
672;656;118
673;657;75
674;658;186
675;659;43
676;660;12
677;661;48
678;662;161
679;663;58
680;664;128
681;665;105
682;666;70
683;667;42
684;668;164
685;669;81
686;670;26
687;671;170
688;672;52
689;673;90
690;674;131
691;675;120
692;676;138
693;677;134
694;678;96
695;679;124
696;680;91
697;681;175
698;682;42
699;683;117
700;684;132
701;685;93
702;686;169
703;687;1
704;688;191
705;689;138
706;690;50
707;691;171
708;692;168
709;693;165
710;694;93
711;695;136
712;696;175
713;697;4
714;698;7
715;699;51
716;700;91
717;701;126
718;702;59
719;703;147
720;704;129
721;705;142
722;706;67
723;707;99
724;708;158
725;709;14
726;710;102
727;711;88
728;712;165
729;713;167
730;714;116
731;715;172
732;716;16
733;717;38
734;718;181
735;719;10
736;720;188
737;721;105
738;722;172
739;723;132
740;724;76
741;725;190
742;726;158
743;727;103
744;728;86
745;729;27
746;730;19
747;731;91
748;537;27
749;732;157
750;733;136
751;734;124
752;735;165
753;736;86
754;737;109
755;738;136
756;739;3
757;740;10
758;741;40
759;742;42
760;743;159
761;744;9
762;745;182
763;746;115
764;747;119
765;748;124
766;749;120
767;750;18
768;751;176
769;752;93
770;753;114
771;754;6
772;755;22
773;756;134
774;757;181
775;758;166
776;759;33
777;760;14
778;761;174
779;762;138
780;763;197
781;764;186
782;765;98
783;766;54
784;767;31
785;768;49
786;769;125
787;770;96
788;771;89
789;772;186
790;773;183
791;774;97
792;775;132
793;776;157
794;777;59
795;778;143
796;779;35
797;780;114
798;781;88
799;782;13
800;783;138
801;784;106
802;785;111
803;786;7
804;787;97
805;788;149
806;789;15
807;790;65
808;791;160
809;224;126
810;792;176
811;607;21
812;793;22
813;794;98
814;795;99
815;796;126
816;797;119
817;798;2
818;799;167
819;800;28
820;801;58
821;802;34
822;803;72
823;804;71
824;805;176
825;21;109
826;679;108
827;806;48
828;807;145
829;808;102
830;809;106
831;810;113
832;811;2
833;812;39
834;813;30
835;814;147
836;815;27
837;816;50
838;817;177
839;818;184
840;819;44
841;820;2
842;821;145
843;822;111
844;823;198
845;824;71
846;173;137
847;825;25
848;826;32
849;827;163
850;828;155
851;829;93
852;830;37
853;831;51
854;832;20
855;833;50
856;834;158
857;835;87
858;836;46
859;837;75
860;838;66
861;839;108
862;840;59
863;841;79
864;842;160
865;843;5
866;844;150
867;845;19
868;846;111
869;847;67
870;848;110
871;849;76
872;850;86
873;851;114
874;852;156
875;853;130
876;854;33
877;855;1
878;856;105
879;857;82
880;858;84
881;859;60
882;860;35
883;861;77
884;862;118
885;863;149
886;864;166
887;865;141
888;866;1
889;867;199
890;868;16
891;232;108
892;869;131
893;870;187
894;871;110
895;872;48
896;873;37
897;874;5
898;875;185
899;876;145
900;877;112
901;878;174
902;879;128
903;880;175
904;881;32
905;882;87
906;883;73
907;884;177
908;885;187
909;886;85
910;887;146
911;888;32
912;889;29
913;890;59
914;891;190
915;892;4
916;893;56
917;894;155
918;895;58
919;896;140
920;897;117
921;898;146
922;899;156
923;900;169
924;901;116
925;902;70
926;903;81
927;904;149
928;905;120
929;906;41
930;907;109
931;908;79
932;909;69
933;910;179
934;911;161
935;912;18
936;913;134
937;914;111
938;915;22
939;916;120
940;917;106
941;918;189
942;919;16
943;920;192
944;921;154
945;922;154
946;923;74
947;924;2
948;925;200
949;926;170
950;927;8
951;928;49
952;929;161
953;930;53
954;931;154
955;932;69
956;933;199
957;934;79
958;935;149
959;936;49
960;937;136
961;938;188
962;939;198
963;940;191
964;941;9
965;942;119
966;943;157
967;944;161
968;945;50
969;946;153
970;947;121
971;53;186
972;948;200
973;949;125
974;950;166
975;951;120
976;952;135
977;953;3
978;954;192
979;955;69
980;956;126
981;957;38
982;374;13
983;958;83
984;959;14
985;960;118
986;961;117
987;962;165
988;963;169
989;964;73
990;965;84
991;127;89
992;966;182
993;967;33
994;968;85
995;969;75
996;970;189
997;971;6
998;972;90
999;973;125
1000;974;23
1001;975;174
1002;976;24
1003;312;11
1004;977;198
1005;978;36
1006;979;83
1007;980;141
1008;981;50
1009;982;79
1010;983;89
1011;984;78
1012;985;115
1013;986;167
1014;987;150
1015;988;105
1016;989;177
1017;990;156
1018;991;15
1019;992;152
1020;993;153
1021;994;151
1022;995;175
1023;996;117
1024;997;27
1025;998;142
1026;999;21
1027;1000;90
1028;1001;169
1029;1002;72
1030;1003;110
1031;1004;29
1032;1005;36
1033;1006;106
1034;417;197
1035;1007;187
1036;1008;143
1037;1009;85
1038;1010;32
1039;1011;44
1040;1012;113
1041;1013;169
1042;1014;101
1043;1015;5
1044;1016;159
1045;1017;180
1046;1018;171
1047;1019;157
1048;1020;190
1049;1021;111
1050;1022;150
1051;1023;89
1052;1024;200
1053;1025;125
1054;1026;34
1055;1027;187
1056;1028;17
1057;1029;64
1058;1030;67
1059;1031;18
1060;1032;28
1061;1033;193
1062;1034;96
1063;1035;8
1064;1036;153
1065;1037;184
1066;1038;137
1067;1039;192
1068;1040;51
1069;1041;23
1070;1042;166
1071;1043;57
1072;1044;74
1073;1045;76
1074;1046;118
1075;1047;33
1076;1048;188
1077;1049;29
1078;1050;61
1079;1051;86
1080;1052;77
1081;1053;35
1082;1054;183
1083;1055;188
1084;1056;93
1085;1057;37
1086;1058;57
1087;1059;97
1088;1060;123
1089;600;41
1090;1061;104
1091;1062;109
1092;1063;163
1093;1064;86
1094;1065;97
1095;1066;38
1096;240;144
1097;1067;78
1098;1068;183
1099;1069;30
1100;1070;69
1101;1071;47
1102;1072;121
1103;1073;194
1104;1074;155
1105;1075;117
1106;1076;53
1107;1077;4
1108;1078;154
1109;1079;72
1110;1080;50
1111;1081;153
1112;1082;136
1113;1083;120
1114;1084;169
1115;1085;115
1116;1086;35
1117;603;155
1118;1087;86
1119;1088;195
1120;1089;138
1121;1090;141
1122;1091;200
1123;1092;6
1124;23;176
1125;1093;129
1126;1094;3
1127;1095;98
1128;1096;156
1129;1097;52
1130;1098;13
1131;1099;15
1132;1100;51
1133;1101;121
1134;1102;55
1135;1103;26
1136;1104;183
1137;1105;29
1138;1106;146
1139;1107;106
1140;1108;106
1141;1109;125
1142;1110;111
1143;1111;176
1144;845;23
1145;1112;8
1146;1113;170
1147;1114;186
1148;1115;100
1149;1116;44
1150;1117;130
1151;1118;24
1152;1119;196
1153;1120;182
1154;1121;193
1155;37;93
1156;1122;122
1157;1123;79
1158;1124;19
1159;1125;74
1160;1126;103
1161;1127;169
1162;1128;172
1163;790;119
1164;1129;37
1165;1130;5
1166;1131;11
1167;1132;112
1168;1133;44
1169;1134;45
1170;1135;24
1171;1136;73
1172;1137;67
1173;1138;102
1174;1139;77
1175;1140;139
1176;1141;134
1177;1142;5
1178;1143;88
1179;1144;27
1180;1145;31
1181;1146;30
1182;1147;103
1183;1148;191
1184;1149;160
1185;1150;139
1186;1151;58
1187;1152;118
1188;1153;60
1189;1154;111
1190;1155;7
1191;670;144
1192;1156;129
1193;1157;104
1194;1158;8
1195;1159;31
1196;1160;47
1197;1161;61
1198;914;114
1199;1162;67
1200;1163;46
1201;1164;15
1202;1165;75
1203;355;95
1204;1166;79
1205;1167;15
1206;1168;160
1207;1169;187
1208;1170;198
1209;1171;18
1210;1172;121
1211;1173;47
1212;1174;36
1213;1175;159
1214;1176;196
1215;1177;78
1216;1178;125
1217;1179;87
1218;1180;1
1219;767;84
1220;1181;38
1221;1182;130
1222;875;74
1223;1183;147
1224;1184;14
1225;1185;126
1226;1186;174
1227;1187;194
1228;1188;122
1229;1189;141
1230;1190;48
1231;1191;157
1232;1192;80
1233;1193;175
1234;1194;82
1235;1195;89
1236;1196;186
1237;1197;169
1238;1198;159
1239;1199;127
1240;1200;113
1241;317;106
1242;1201;115
1243;1202;49
1244;1203;51
1245;1204;78
1246;1205;120
1247;1206;148
1248;1207;41
1249;1208;91
1250;1209;85
1251;1210;98
1252;1211;152
1253;1212;52
1254;1213;1
1255;1214;189
1256;1215;148
1257;1216;11
1258;1217;176
1259;1218;170
1260;1219;58
1261;1220;157
1262;1221;121
1263;1222;149
1264;1223;29
1265;1224;195
1266;1225;64
1267;1226;173
1268;1227;192
1269;1228;176
1270;1229;73
1271;1230;104
1272;1231;181
1273;1232;189
1274;1233;169
1275;1234;134
1276;1235;115
1277;1236;95
1278;1237;153
1279;1238;82
1280;1239;46
1281;1240;195
1282;1241;105
1283;1242;177
1284;1243;136
1285;1244;13
1286;1245;17
1287;1246;168
1288;1247;109
1289;1248;124
1290;1249;139
1291;1250;90
1292;1251;179
1293;1252;140
1294;1253;55
1295;167;55
1296;490;70
1297;1254;120
1298;1255;178
1299;1256;177
1300;1257;126
1301;1258;105
1302;1259;21
1303;1090;75
1304;1260;90
1305;1261;140
1306;479;143
1307;1262;32
1308;1263;196
1309;1264;114
1310;1265;181
1311;1266;69
1312;1267;80
1313;1268;118
1314;1269;147
1315;1019;110
1316;1270;71
1317;1271;157
1318;1272;85
1319;1273;192
1320;1274;3
1321;1275;143
1322;1276;32
1323;1277;50
1324;1278;63
1325;1279;142
1326;1280;68
1327;1281;152
1328;1282;100
1329;1283;140
1330;1284;160
1331;1285;129
1332;1286;75
1333;1287;25
1334;1288;47
1335;1289;36
1336;1290;134
1337;1291;192
1338;1292;67
1339;1293;110
1340;1294;135
1341;1295;187
1342;1296;97
1343;1297;69
1344;1298;7
1345;1299;164
1346;1300;130
1347;1301;144
1348;1302;171
1349;1303;155
1350;1304;27
1351;1305;67
1352;1306;114
1353;1307;53
1354;1308;32
1355;1309;116
1356;1310;31
1357;1311;5
1358;1312;178
1359;1313;132
1360;1314;195
1361;314;83
1362;1315;20
1363;625;79
1364;1316;52
1365;1317;178
1366;1318;90
1367;1319;126
1368;1320;141
1369;1321;131
1370;1322;37
1371;1323;25
1372;1324;24
1373;1325;190
1374;1326;177
1375;1327;83
1376;1328;20
1377;1329;121
1378;1330;45
1379;1331;164
1380;1332;144
1381;1333;180
1382;1334;84
1383;1335;19
1384;1189;78
1385;1336;93
1386;1337;68
1387;1338;75
1388;1339;131
1389;1340;74
1390;1341;173
1391;1342;194
1392;1343;183
1393;1344;137
1394;1345;32
1395;1346;26
1396;1347;104
1397;1348;66
1398;1130;17
1399;1349;73
1400;1350;182
1401;1344;61
1402;248;136
1403;1351;136
1404;1352;90
1405;1353;140
1406;1176;103
1407;1354;81
1408;1355;197
1409;1356;37
1410;954;2
1411;1357;59
1412;1358;88
1413;1359;42
1414;1360;105
1415;1361;68
1416;1362;172
1417;1363;14
1418;1364;152
1419;1365;107
1420;1366;200
1421;1239;172
1422;1367;5
1423;1368;180
1424;1369;129
1425;1370;57
1426;1371;156
1427;1372;134
1428;1373;128
1429;1374;164
1430;1375;12
1431;1376;160
1432;1377;84
1433;1378;118
1434;1379;161
1435;1380;153
1436;1381;184
1437;1382;42
1438;1383;49
1439;1384;148
1440;1385;192
1441;1386;165
1442;1387;12
1443;1388;55
1444;1389;21
1445;1390;2
1446;1391;75
1447;1392;120
1448;1393;142
1449;1394;51
1450;1395;46
1451;1396;52
1452;1397;151
1453;1398;30
1454;1399;192
1455;1400;13
1456;1401;115
1457;1402;30
1458;1403;97
1459;1404;81
1460;1405;13
1461;1406;32
1462;1407;176
1463;1408;169
1464;1409;175
1465;627;25
1466;1410;88
1467;1003;30
1468;1411;17
1469;1412;199
1470;1413;168
1471;1414;98
1472;1415;183
1473;1416;133
1474;1417;18
1475;1418;178
1476;1419;113
1477;1420;151
1478;1421;69
1479;1422;62
1480;1423;124
1481;1424;49
1482;1425;67
1483;1426;194
1484;1427;34
1485;1428;84
1486;1429;53
1487;1430;76
1488;1431;180
1489;1432;140
1490;203;167
1491;1433;185
1492;1434;137
1493;1435;48
1494;1436;161
1495;1437;8
1496;1438;85
1497;1439;62
1498;1440;134
1499;1441;53
1500;1442;149
1501;1443;143
1502;786;111
1503;1444;145
1504;1445;153
1505;1446;5
1506;1447;58
1507;1448;93
1508;1449;76
1509;1450;53
1510;1451;172
1511;1452;68
1512;1453;48
1513;1454;32
1514;721;182
1515;1455;48
1516;1456;131
1517;1457;143
1518;1458;195
1519;1459;128
1520;1460;113
1521;1461;92
1522;1462;135
1523;1463;137
1524;1464;171
1525;1465;98
1526;1466;198
1527;1467;199
1528;1468;119
1529;1469;97
1530;1470;193
1531;1471;128
1532;1472;149
1533;1473;10
1534;1474;175
1535;1475;89
1536;1476;198
1537;1477;68
1538;1478;45
1539;1479;91
1540;1480;126
1541;1481;197
1542;1482;10
1543;1483;144
1544;1484;121
1545;750;107
1546;1485;106
1547;1486;104
1548;1487;180
1549;1488;44
1550;1489;60
1551;1490;107
1552;1491;113
1553;1492;129
1554;1493;36
1555;1494;50
1556;1495;76
1557;1496;195
1558;1497;26
1559;1498;72
1560;1499;111
1561;184;35
1562;1500;88
1563;1501;89
1564;1502;144
1565;1503;176
1566;1504;128
1567;1505;64
1568;1506;172
1569;1507;64
1570;1508;87
1571;1509;47
1572;1510;162
1573;1511;145
1574;1512;96
1575;1513;48
1576;1514;11
1577;1515;153
1578;1516;146
1579;1517;57
1580;1518;157
1581;1519;76
1582;1520;36
1583;1521;55
1584;1522;73
1585;1523;56
1586;1524;3
1587;1525;157
1588;1526;151
1589;1527;26
1590;1528;80
1591;1529;54
1592;1530;62
1593;1531;98
1594;1532;127
1595;1533;47
1596;1534;53
1597;1535;91
1598;1536;33
1599;1537;193
1600;1538;36
1601;1539;114
1602;1540;54
1603;731;135
1604;413;83
1605;1541;162
1606;1542;32
1607;1402;147
1608;1543;189
1609;713;77
1610;1544;8
1611;1545;36
1612;1546;189
1613;1547;199
1614;1548;190
1615;1549;74
1616;1550;62
1617;1551;114
1618;1552;189
1619;1553;5
1620;1554;187
1621;1555;190
1622;1556;95
1623;1557;110
1624;1558;132
1625;1559;116
1626;1560;138
1627;1561;96
1628;1562;176
1629;1563;99
1630;1564;151
1631;1522;181
1632;1565;11
1633;1566;161
1634;1567;56
1635;1568;113
1636;1569;51
1637;1525;115
1638;1570;81
1639;1571;52
1640;182;68
1641;1572;76
1642;1573;84
1643;1574;33
1644;1575;197
1645;1576;197
1646;1577;84
1647;1578;64
1648;1579;175
1649;1580;194
1650;1581;141
1651;1582;65
1652;1583;194
1653;1584;37
1654;1585;18
1655;1586;52
1656;1587;165
1657;1588;100
1658;1589;125
1659;1590;73
1660;1591;161
1661;1592;160
1662;1593;181
1663;1594;86
1664;1595;108
1665;1596;140
1666;1597;131
1667;1598;10
1668;347;72
1669;1579;143
1670;1599;52
1671;1600;121
1672;1601;158
1673;1602;187
1674;1603;49
1675;1604;142
1676;1605;76
1677;1606;3
1678;1607;125
1679;1608;66
1680;1609;166
1681;1610;8
1682;1611;78
1683;1612;30
1684;1613;150
1685;1614;158
1686;1615;69
1687;1616;131
1688;1617;182
1689;1618;31
1690;1619;152
1691;1620;104
1692;1621;195
1693;1622;132
1694;1623;57
1695;1624;7
1696;1625;2
1697;1626;159
1698;810;136
1699;1627;58
1700;1628;89
1701;1629;67
1702;1630;121
1703;1631;8
1704;1632;78
1705;508;19
1706;1633;43
1707;1634;195
1708;1635;194
1709;1636;141
1710;1637;116
1711;1638;119
1712;1639;171
1713;1640;19
1714;1641;65
1715;1642;189
1716;1643;59
1717;1644;156
1718;1645;22
1719;1646;61
1720;1647;74
1721;1648;91
1722;1649;197
1723;61;116
1724;1021;18
1725;1650;8
1726;1651;32
1727;1652;118
1728;1653;117
1729;1654;87
1730;1655;188
1731;636;137
1732;1656;144
1733;1657;52
1734;1658;165
1735;1659;97
1736;1660;40
1737;581;68
1738;379;174
1739;1661;173
1740;1662;133
1741;1663;79
1742;1664;123
1743;151;200
1744;1665;182
1745;1666;95
1746;1667;122
1747;1668;119
1748;1440;6
1749;721;155
1750;1669;81
1751;1670;105
1752;1671;154
1753;1672;94
1754;1673;129
1755;1674;117
1756;1675;18
1757;1676;143
1758;1677;157
1759;1678;166
1760;1679;142
1761;1680;39
1762;1681;35
1763;1682;172
1764;1683;108
1765;1684;143
1766;1685;198
1767;1686;72
1768;577;169
1769;1687;182
1770;1688;93
1771;1689;110
1772;1690;31
1773;1691;130
1774;1692;35
1775;1693;160
1776;1694;92
1777;1695;121
1778;1696;80
1779;1697;104
1780;670;146
1781;1698;116
1782;1699;66
1783;1700;178
1784;1701;115
1785;1702;112
1786;1703;153
1787;1704;172
1788;1273;64
1789;1705;99
1790;1105;100
1791;1706;48
1792;1707;6
1793;1708;71
1794;1709;155
1795;1710;167
1796;1711;186
1797;1712;27
1798;1713;128
1799;1714;94
1800;1715;15
1801;1716;174
1802;1717;173
1803;1718;118
1804;1719;76
1805;1720;123
1806;1262;158
1807;1690;86
1808;1721;80
1809;1722;32
1810;1723;166
1811;1724;60
1812;1725;193
1813;1726;100
1814;1727;129
1815;1728;189
1816;542;155
1817;927;164
1818;1729;148
1819;1730;123
1820;1731;98
1821;1732;82
1822;1733;126
1823;1734;153
1824;1080;173
1825;1735;179
1826;1736;45
1827;1737;71
1828;1738;170
1829;1739;89
1830;1740;23
1831;287;150
1832;1741;148
1833;1742;155
1834;1743;149
1835;1744;106
1836;1745;67
1837;1746;12
1838;1747;44
1839;1748;16
1840;1749;21
1841;1750;164
1842;1751;154
1843;1752;82
1844;1753;9
1845;1754;194
1846;1755;191
1847;1756;32
1848;1757;154
1849;1758;81
1850;1759;161
1851;1760;74
1852;1761;170
1853;1762;157
1854;1763;64
1855;1764;25
1856;1765;181
1857;1766;8
1858;1767;91
1859;1768;31
1860;1769;142
1861;1770;28
1862;1771;176
1863;1772;42
1864;1773;130
1865;1774;14
1866;1775;108
1867;1776;13
1868;1777;195
1869;1778;55
1870;185;64
1871;1779;68
1872;1780;198
1873;1781;197
1874;1782;29
1875;1783;122
1876;1784;50
1877;1785;136
1878;1786;72
1879;1787;56
1880;1788;71
1881;1100;3
1882;1789;32
1883;1790;34
1884;1791;197
1885;1792;172
1886;1793;53
1887;1794;157
1888;1795;103
1889;1796;9
1890;1797;28
1891;1798;84
1892;1799;147
1893;1800;136
1894;1801;4
1895;1802;19
1896;1803;194
1897;1804;111
1898;1805;5
1899;1806;105
1900;1624;170
1901;1807;4
1902;1808;192
1903;1809;101
1904;1810;68
1905;1811;143
1906;1812;153
1907;1813;37
1908;1814;145
1909;1815;98
1910;1816;97
1911;1817;25
1912;1818;132
1913;1819;156
1914;1820;55
1915;1821;82
1916;1822;80
1917;1823;179
1918;1824;13
1919;1825;69
1920;437;3
1921;1826;183
1922;1827;46
1923;1828;127
1924;1829;90
1925;1830;152
1926;582;127
1927;1831;68
1928;1832;69
1929;1833;33
1930;1834;119
1931;1835;57
1932;1705;120
1933;1836;142
1934;1837;186
1935;1838;188
1936;1839;23
1937;1840;101
1938;1841;96
1939;1842;100
1940;1843;95
1941;1844;14
1942;1845;167
1943;1846;134
1944;1847;73
1945;1848;93
1946;1849;39
1947;1850;172
1948;1851;68
1949;1852;67
1950;6;198
1951;1853;12
1952;1854;158
1953;1855;109
1954;1856;42
1955;1857;134
1956;1858;107
1957;1859;156
1958;1860;149
1959;1861;42
1960;1862;45
1961;1863;130
1962;492;52
1963;1864;22
1964;1865;192
1965;1866;150
1966;1867;24
1967;1868;75
1968;1869;29
1969;1870;190
1970;1871;118
1971;1872;130
1972;1873;84
1973;1874;179
1974;1875;163
1975;124;63
1976;1876;95
1977;1877;47
1978;1878;91
1979;1879;187
1980;670;174
1981;1880;193
1982;1881;53
1983;1882;167
1984;1883;17
1985;1884;53
1986;1885;142
1987;1886;172
1988;1887;142
1989;1888;56
1990;1889;32
1991;1890;193
1992;1891;148
1993;1892;98
1994;1893;14
1995;1894;172
1996;1895;186
1997;1896;33
1998;1897;124
1999;1898;86
2000;1899;149
2001;1900;115
2002;1901;184
2003;1902;179
2004;1903;58
2005;1904;53
