AmountID;Amount
344;511.17
345;432.97
346;808.86
347;974.72
348;812.89
349;177.21
350;583.67
351;302.88
352;326.58
353;114.66
354;939.48
355;60.85
356;580.61
357;56.97
358;654.76
359;623.84
360;365.64
361;709.47
362;180.23
363;458.69
364;912.15
365;493.46
366;909.63
367;172.89
368;408.08
369;996.62
370;680.22
371;877.76
372;588.10
373;68.81
374;264.82
375;732.23
376;589.18
377;857.35
378;468.16
379;930.10
380;331.31
381;457.82
382;962.22
383;866.52
384;946.24
385;104.40
386;427.60
387;547.39
388;643.03
389;57.12
390;730.68
391;269.20
392;684.27
393;562.71
394;480.34
395;996.30
396;33.79
397;70.03
398;832.02
399;977.41
400;43.44
401;471.87
402;661.64
403;54.13
404;574.28
405;480.50
406;717.78
407;100.07
408;55.87
409;906.07
410;476.25
411;611.64
412;496.16
413;834.26
414;248.01
415;308.47
416;624.23
417;52.23
418;949.05
419;275.07
420;857.97
421;410.43
422;288.35
423;883.88
424;539.99
425;432.11
426;309.03
427;344.20
428;616.18
429;451.69
430;586.93
431;961.68
432;363.54
433;498.95
434;950.57
435;268.59
436;746.47
437;586.41
438;937.24
439;796.35
440;514.12
441;104.49
442;480.73
443;768.76
444;85.31
445;440.66
446;118.29
447;836.83
448;881.87
449;576.96
450;666.46
451;834.33
452;106.91
453;43.64
454;88.60
455;606.77
456;679.68
457;975.78
458;720.57
459;516.20
460;815.68
461;714.39
462;615.06
463;608.97
464;437.45
465;173.78
466;410.19
467;114.44
468;559.14
469;523.28
470;143.21
471;918.65
472;446.32
473;942.40
474;496.60
475;329.19
476;71.52
477;226.29
478;340.15
479;174.78
480;985.32
481;700.83
482;20.37
483;346.20
484;523.06
485;535.32
486;226.46
487;884.20
488;108.29
489;874.66
490;970.40
491;874.21
492;295.01
493;252.86
494;358.47
495;737.70
496;693.35
497;414.74
498;740.90
499;775.95
500;345.55
501;143.98
502;527.12
503;842.71
504;482.71
505;31.96
506;65.07
507;679.86
508;836.61
509;24.14
510;164.85
511;281.96
512;825.29
513;828.77
514;459.24
515;744.34
516;356.69
517;305.74
518;116.76
519;552.63
520;499.78
521;852.92
522;736.40
523;571.58
524;499.81
525;871.78
526;757.48
527;565.36
528;40.68
529;204.35
530;432.94
531;692.92
532;185.56
533;189.87
534;499.89
535;367.62
536;94.95
537;90.74
538;597.27
539;392.62
540;610.43
541;764.61
542;947.24
543;640.93
544;121.77
545;92.61
546;474.41
547;602.08
548;805.44
549;811.68
550;684.81
551;946.31
552;73.08
553;103.50
554;625.18
555;261.39
556;280.22
557;301.88
558;132.57
559;917.42
560;97.39
561;916.06
562;723.82
563;270.26
564;978.46
565;768.16
566;925.12
567;25.96
568;414.50
569;609.66
570;123.07
571;975.11
572;35.05
573;74.02
574;190.17
575;608.58
576;813.71
577;800.33
578;700.23
579;944.52
580;349.71
581;246.36
582;922.02
583;469.94
584;453.05
585;798.57
586;963.30
587;129.77
588;577.47
589;661.02
590;111.30
591;821.29
592;842.10
593;105.95
594;40.92
595;952.49
596;860.81
597;74.26
598;817.22
599;679.00
600;436.09
601;526.03
602;44.83
603;126.49
604;113.76
605;858.32
606;533.85
607;52.55
608;873.74
609;390.30
610;438.96
611;525.54
612;112.92
613;224.25
614;566.58
615;196.41
616;56.43
617;105.03
618;833.61
619;134.15
620;535.45
621;500.35
622;40.13
623;225.23
624;431.37
625;249.50
626;448.92
627;623.35
628;689.24
629;219.18
630;144.53
631;416.88
632;326.23
633;161.47
634;376.17
635;918.32
636;405.21
637;531.62
638;370.27
639;232.69
640;127.87
641;290.53
642;310.87
643;169.84
644;646.90
645;950.97
646;89.06
647;889.40
648;462.82
649;85.02
650;296.45
651;486.62
652;717.32
653;815.38
654;461.42
655;22.25
656;161.86
657;83.30
658;622.43
659;30.31
660;948.34
661;561.85
662;917.53
663;523.77
664;76.57
665;464.98
666;125.75
667;640.29
668;402.46
669;89.87
670;382.59
671;27.44
672;440.21
673;322.88
674;249.23
675;500.04
676;922.18
677;558.12
678;923.09
679;271.09
680;290.59
681;201.36
682;895.97
683;422.19
684;687.06
685;522.14
686;955.23
687;359.09
688;857.54
689;891.79
690;823.40
691;634.12
692;863.45
693;106.51
694;681.91
695;908.03
696;362.47
697;540.86
698;866.01
699;471.05
700;177.05
701;689.45
702;529.52
703;245.28
704;262.66
705;212.33
706;680.35
707;888.67
708;503.36
709;563.16
710;60.98
711;334.86
712;97.90
713;848.08
714;531.37
715;152.11
716;756.06
717;998.25
718;186.28
719;170.08
720;481.92
721;299.04
722;283.72
723;743.37
724;698.48
725;145.09
726;956.76
727;677.43
728;706.35
729;321.73
730;746.98
731;694.03
732;288.12
733;470.75
734;214.72
735;341.15
736;209.62
737;361.19
738;28.56
739;615.28
740;989.41
741;794.31
742;574.39
743;202.91
744;668.59
745;265.90
746;333.19
747;122.18
748;54.73
749;89.04
750;115.79
751;876.13
752;815.24
753;25.42
754;712.69
755;714.07
756;378.81
757;284.51
758;237.71
759;919.31
760;826.23
761;546.51
762;515.02
763;78.21
764;956.48
765;446.84
766;661.23
767;277.89
768;57.73
769;908.36
770;306.27
771;268.46
772;839.02
773;440.33
774;819.94
775;988.98
776;563.20
777;522.69
778;24.56
779;516.01
780;729.04
781;78.72
782;658.42
783;528.60
784;656.69
785;169.40
786;249.57
787;554.14
788;319.02
789;599.12
790;965.06
791;865.74
792;269.16
793;43.41
794;956.61
795;403.93
796;503.66
797;837.04
798;670.80
799;672.64
800;890.52
801;53.54
802;208.96
803;452.87
804;240.92
805;325.45
806;549.89
807;126.01
808;774.88
809;999.00
810;387.48
811;23.37
812;622.11
813;226.38
814;464.14
815;938.29
816;51.58
817;594.26
818;401.08
819;713.02
820;535.83
821;108.01
822;76.93
823;183.68
824;249.63
825;117.93
826;587.09
827;453.69
828;896.05
829;585.56
830;468.35
831;248.30
832;628.16
833;466.51
834;215.23
835;741.34
836;349.24
837;529.23
838;407.77
839;638.83
840;810.38
841;938.52
842;94.10
843;733.46
844;900.84
845;327.24
846;885.14
847;349.28
848;843.60
849;599.82
850;483.94
851;176.18
852;985.85
853;397.39
854;387.40
855;530.23
856;833.10
857;365.83
858;444.46
859;47.98
860;793.91
861;65.11
862;891.31
863;389.91
864;582.16
865;261.35
866;91.78
867;831.89
868;803.80
869;211.37
870;689.01
871;81.79
872;895.96
873;283.57
874;622.97
875;533.21
876;207.43
877;598.64
878;387.71
879;77.95
880;612.00
881;799.19
882;152.35
883;684.69
884;188.44
885;667.95
886;649.68
887;492.71
888;324.43
889;611.12
890;308.15
891;406.01
892;605.54
893;105.47
894;864.04
895;146.12
896;495.05
897;875.64
898;563.46
899;969.77
900;435.47
901;621.66
902;346.62
903;301.51
904;508.42
905;755.61
906;640.30
907;450.62
908;815.99
909;831.25
910;969.15
911;616.81
912;573.80
913;340.54
914;210.56
915;419.77
916;953.57
917;867.25
918;564.22
919;573.91
920;781.31
921;149.07
922;62.75
923;831.60
924;926.26
925;287.18
926;997.24
927;295.58
928;685.12
929;494.77
930;328.30
931;654.55
932;176.49
933;514.74
934;161.78
935;784.49
936;90.99
937;320.70
938;426.29
939;483.00
940;334.11
941;765.10
942;119.63
943;923.52
944;990.98
945;253.76
946;730.37
947;672.33
948;674.60
949;167.02
950;151.87
951;582.22
952;52.76
953;174.17
954;326.83
955;543.91
956;242.59
957;420.09
958;572.31
959;798.41
960;516.13
961;461.11
962;177.49
963;532.13
964;335.82
965;630.05
966;279.54
967;89.80
968;74.31
969;640.01
970;666.31
971;570.31
972;309.48
973;710.76
974;669.13
975;894.75
976;742.73
977;182.27
978;393.63
979;997.53
980;486.14
981;585.61
982;352.04
983;206.84
984;722.55
985;573.12
986;386.68
987;753.27
988;721.26
989;307.00
990;650.77
991;452.58
992;51.97
993;168.30
994;500.42
995;611.81
996;79.45
997;576.67
998;929.45
999;466.81
1000;142.42
1001;65.29
1002;507.25
1003;833.46
1004;381.42
1005;455.42
1006;299.32
1007;165.13
1008;82.60
1009;259.74
1010;979.77
1011;494.34
1012;946.90
1013;75.28
1014;925.81
1015;817.93
1016;677.68
1017;882.86
1018;295.09
1019;121.99
1020;523.34
1021;732.27
1022;568.64
1023;715.35
1024;976.42
1025;40.47
1026;994.70
1027;688.36
1028;95.73
1029;863.13
1030;451.17
1031;957.77
1032;703.64
1033;599.38
1034;758.74
1035;97.59
1036;517.50
1037;374.02
1038;900.42
1039;91.17
1040;700.76
1041;291.80
1042;338.34
1043;310.07
1044;907.49
1045;554.58
1046;564.11
1047;651.79
1048;581.83
1049;513.49
1050;275.09
1051;270.13
1052;83.27
1053;775.44
1054;555.86
1055;949.70
1056;897.84
1057;836.46
1058;621.19
1059;29.03
1060;605.74
1061;272.36
1062;425.16
1063;545.58
1064;686.62
1065;401.68
1066;479.43
1067;540.41
1068;555.08
1069;825.34
1070;533.16
1071;100.19
1072;151.18
1073;162.81
1074;306.52
1075;509.93
1076;543.26
1077;505.76
1078;180.82
1079;41.06
1080;813.82
1081;196.33
1082;368.78
1083;746.34
1084;793.02
1085;269.82
1086;680.64
1087;775.78
1088;638.86
1089;259.07
1090;744.01
1091;245.63
1092;598.58
1093;341.49
1094;268.30
1095;566.40
1096;481.22
1097;258.65
1098;668.29
1099;825.44
1100;967.96
1101;813.13
1102;335.60
1103;164.23
1104;243.83
1105;487.60
1106;171.60
1107;131.58
1108;712.14
1109;557.05
1110;570.98
1111;29.85
1112;611.07
1113;736.85
1114;331.04
1115;123.62
1116;991.08
1117;546.12
1118;38.89
1119;707.29
1120;991.10
1121;589.32
1122;675.54
1123;571.55
1124;251.72
1125;286.73
1126;894.54
1127;507.35
1128;224.51
1129;499.27
1130;360.83
1131;260.37
1132;937.89
1133;812.23
1134;895.10
1135;579.03
1136;981.92
1137;568.17
1138;178.58
1139;424.68
1140;597.47
1141;490.11
1142;313.86
1143;253.96
1144;398.03
1145;52.69
1146;748.35
1147;280.16
1148;36.62
1149;521.08
1150;108.60
1151;92.93
1152;694.89
1153;885.66
1154;326.47
1155;243.86
1156;656.32
1157;993.25
1158;780.54
1159;909.19
1160;291.72
1161;115.59
1162;810.41
1163;260.33
1164;591.19
1165;939.66
1166;825.15
1167;27.87
1168;624.06
1169;515.48
1170;382.59
1171;495.46
1172;495.83
1173;412.34
1174;781.18
1175;986.05
1176;439.67
1177;256.64
1178;482.50
1179;145.11
1180;668.52
1181;871.05
1182;509.26
1183;202.83
1184;543.94
1185;208.22
1186;160.81
1187;150.33
1188;847.58
1189;430.02
1190;116.33
1191;634.00
1192;72.17
1193;48.14
1194;114.47
1195;176.19
1196;540.35
1197;350.76
1198;487.29
1199;750.56
1200;891.51
1201;676.14
1202;726.51
1203;56.23
1204;929.88
1205;214.25
1206;610.18
1207;525.76
1208;719.94
1209;284.62
1210;239.42
1211;469.40
1212;829.48
1213;610.63
1214;886.21
1215;699.97
1216;875.10
1217;108.04
1218;415.90
1219;801.47
1220;960.07
1221;89.69
1222;300.93
1223;257.84
1224;910.28
1225;836.49
1226;825.85
1227;227.88
1228;690.54
1229;800.28
1230;78.03
1231;237.36
1232;660.36
1233;324.19
1234;383.42
1235;459.97
1236;46.17
1237;251.82
1238;221.83
1239;674.99
1240;85.20
1241;528.71
1242;502.92
1243;21.52
1244;435.10
1245;776.24
1246;100.06
1247;276.58
1248;283.03
1249;501.34
1250;567.44
1251;547.60
1252;728.05
1253;893.45
1254;743.02
1255;808.43
1256;471.48
1257;514.68
1258;169.01
1259;762.68
1260;271.30
1261;648.51
1262;900.70
1263;807.87
1264;678.76
1265;517.82
1266;284.13
1267;99.86
1268;78.00
1269;313.91
1270;703.93
1271;697.96
1272;532.68
1273;855.06
1274;693.44
1275;848.34
1276;547.94
1277;514.82
1278;561.09
1279;475.63
1280;459.89
1281;688.70
1282;999.50
1283;900.90
1284;190.80
1285;320.86
1286;806.55
1287;787.83
1288;93.17
1289;591.75
1290;101.35
1291;778.50
1292;73.00
1293;872.39
1294;22.36
1295;815.00
1296;689.11
1297;341.08
1298;989.72
1299;833.84
1300;333.22
1301;794.55
1302;979.26
1303;346.48
1304;963.97
1305;826.94
1306;531.86
1307;60.92
1308;836.62
1309;277.33
1310;68.63
1311;937.20
1312;500.11
1313;619.36
1314;999.56
1315;342.45
1316;642.96
1317;564.78
1318;41.44
1319;300.11
1320;620.71
1321;517.21
1322;959.42
1323;612.22
1324;28.53
1325;541.60
1326;855.72
1327;793.84
1328;715.24
1329;250.68
1330;809.08
1331;934.15
1332;227.10
1333;190.36
1334;118.76
1335;190.06
1336;983.42
1337;172.73
1338;668.27
1339;485.27
1340;219.92
1341;357.47
1342;555.49
1343;769.91
1344;270.03
1345;440.40
1346;918.50
1347;134.30
1348;929.89
1349;271.18
1350;619.17
1351;524.04
1352;448.35
1353;231.53
1354;250.24
1355;952.96
1356;959.82
1357;379.71
1358;466.00
1359;55.67
1360;634.70
1361;767.67
1362;41.34
1363;41.89
1364;600.13
1365;682.88
1366;879.63
1367;231.14
1368;41.67
1369;478.86
1370;615.67
1371;978.20
1372;695.83
1373;655.22
1374;417.28
1375;167.37
1376;102.65
1377;291.04
1378;655.65
1379;576.49
1380;847.93
1381;244.02
1382;213.46
1383;490.74
1384;665.20
1385;21.63
1386;507.55
1387;140.39
1388;689.43
1389;690.29
1390;642.84
1391;386.79
1392;975.88
1393;434.21
1394;563.51
1395;446.57
1396;380.88
1397;245.95
1398;748.49
1399;725.21
1400;744.04
1401;267.86
1402;848.85
1403;708.09
1404;635.63
1405;685.48
1406;806.87
1407;309.60
1408;737.33
1409;341.82
1410;348.77
1411;449.13
1412;869.80
1413;575.12
1414;805.87
1415;966.40
1416;646.18
1417;621.35
1418;733.08
1419;528.06
1420;197.15
1421;507.98
1422;597.19
1423;192.53
1424;40.25
1425;875.32
1426;762.89
1427;770.66
1428;353.80
1429;678.08
1430;869.54
1431;306.04
1432;644.03
1433;121.29
1434;248.05
1435;740.68
1436;83.00
1437;811.68
1438;413.79
1439;569.43
1440;564.46
1441;98.89
1442;329.11
1443;619.44
1444;154.91
1445;959.00
1446;96.51
1447;739.90
1448;747.96
1449;617.00
1450;822.80
1451;391.63
1452;221.57
1453;914.66
1454;683.22
1455;646.10
1456;89.58
1457;345.56
1458;514.68
1459;679.14
1460;312.08
1461;199.79
1462;517.70
1463;235.81
1464;941.75
1465;207.76
1466;647.80
1467;969.91
1468;418.09
1469;784.40
1470;288.57
1471;863.96
1472;955.23
1473;893.21
1474;341.41
1475;53.79
1476;684.68
1477;272.78
1478;799.63
1479;995.51
1480;349.97
1481;957.75
1482;358.25
1483;782.24
1484;66.66
1485;760.51
1486;485.20
1487;322.58
1488;58.15
1489;260.83
1490;524.41
1491;934.04
1492;375.45
1493;996.00
1494;636.72
1495;80.32
1496;727.39
1497;995.93
1498;850.68
1499;233.70
1500;346.60
1501;484.99
1502;92.17
1503;330.98
1504;76.30
1505;774.78
1506;968.94
1507;894.77
1508;862.89
1509;321.01
1510;584.30
1511;130.60
1512;60.28
1513;891.20
1514;582.72
1515;864.79
1516;573.36
1517;470.17
1518;89.37
1519;857.81
1520;269.91
1521;215.10
1522;935.56
1523;754.01
1524;593.07
1525;343.35
1526;762.38
1527;489.14
1528;289.68
1529;292.46
1530;686.06
1531;594.74
1532;953.84
1533;914.14
1534;470.37
1535;170.36
1536;669.49
1537;431.95
1538;403.47
1539;63.23
1540;140.99
1541;25.54
1542;880.03
1543;578.26
1544;246.63
1545;23.85
1546;742.61
1547;361.21
1548;476.16
1549;213.82
1550;620.90
1551;112.34
1552;540.75
1553;102.10
1554;181.99
1555;318.88
1556;791.29
1557;602.63
1558;110.57
1559;340.82
1560;749.35
1561;325.03
1562;413.90
1563;106.30
1564;223.88
1565;525.56
1566;773.16
1567;850.53
1568;436.53
1569;535.55
1570;280.34
1571;705.33
1572;948.47
1573;640.41
1574;247.40
1575;195.01
1576;792.36
1577;626.56
1578;553.63
1579;278.83
1580;844.68
1581;283.33
1582;125.72
1583;280.30
1584;485.65
1585;522.12
1586;945.51
1587;579.15
1588;666.54
1589;836.09
1590;870.52
1591;993.01
1592;997.57
1593;370.32
1594;373.50
1595;523.04
1596;543.53
1597;624.53
1598;939.16
1599;539.86
1600;308.73
1601;308.24
1602;978.46
1603;364.61
1604;88.15
1605;431.67
1606;733.78
1607;553.45
1608;117.33
1609;385.06
1610;952.12
1611;943.58
1612;950.24
1613;733.32
1614;477.44
1615;563.42
1616;70.94
1617;493.71
1618;678.38
1619;370.63
1620;123.12
1621;429.80
1622;962.85
1623;977.70
1624;759.42
1625;406.98
1626;877.27
1627;556.80
1628;771.52
1629;231.56
1630;684.96
1631;643.12
1632;221.72
1633;258.65
1634;105.32
1635;958.99
1636;956.52
1637;382.28
1638;753.87
1639;779.98
1640;323.95
1641;95.44
1642;191.27
1643;278.40
1644;257.47
1645;287.33
1646;809.27
1647;869.86
1648;411.46
1649;310.42
1650;990.85
1651;633.91
1652;836.07
1653;21.07
1654;762.78
1655;741.34
1656;962.34
1657;113.66
1658;389.54
1659;157.40
1660;312.53
1661;990.98
1662;899.57
1663;802.87
1664;35.12
1665;260.70
1666;47.05
1667;382.89
1668;529.11
1669;341.95
1670;955.43
1671;457.42
1672;828.08
1673;824.63
1674;962.44
1675;166.46
1676;660.87
1677;388.87
1678;990.85
1679;858.19
1680;892.80
1681;722.57
1682;623.65
1683;58.96
1684;218.96
1685;710.74
1686;268.26
1687;770.06
1688;429.59
1689;71.96
1690;810.26
1691;138.45
1692;496.27
1693;564.54
1694;383.78
1695;25.93
1696;697.28
1697;817.76
1698;83.38
1699;34.22
1700;110.77
1701;322.03
1702;529.87
1703;812.73
1704;74.98
1705;335.91
1706;121.40
1707;319.49
1708;146.40
1709;677.60
1710;450.22
1711;206.33
1712;458.49
1713;403.93
1714;425.52
1715;774.68
1716;336.77
1717;580.60
1718;433.10
1719;939.81
1720;658.73
1721;274.43
1722;263.81
1723;88.15
1724;321.59
1725;970.08
1726;674.57
1727;994.75
1728;754.97
1729;651.98
1730;507.69
1731;826.47
1732;651.03
1733;75.33
1734;627.94
1735;269.67
1736;440.34
1737;539.34
1738;219.60
1739;231.10
1740;418.05
1741;590.42
1742;180.66
1743;105.40
1744;122.22
1745;523.53
1746;735.76
1747;563.40
1748;403.67
1749;275.73
1750;825.11
1751;111.58
1752;65.02
1753;837.55
1754;832.80
1755;445.06
1756;285.53
1757;505.05
1758;334.50
1759;903.90
1760;948.08
1761;418.43
1762;132.05
1763;425.75
1764;264.45
1765;881.03
1766;180.32
1767;46.47
1768;636.16
1769;487.33
1770;700.44
1771;395.04
1772;69.44
1773;227.53
1774;92.60
1775;98.74
1776;825.02
1777;742.34
1778;971.69
1779;20.50
1780;305.92
1781;991.87
1782;469.28
1783;871.51
1784;229.93
1785;999.74
1786;856.75
1787;898.95
1788;577.43
1789;615.23
1790;266.10
1791;181.45
1792;229.37
1793;784.41
1794;897.20
1795;532.82
1796;815.91
1797;714.52
1798;783.33
1799;198.51
1800;121.73
1801;395.06
1802;120.56
1803;828.54
1804;740.41
1805;483.65
1806;530.53
1807;65.76
1808;557.52
1809;355.04
1810;441.23
1811;158.92
1812;449.61
1813;747.76
1814;895.89
1815;796.14
1816;634.59
1817;324.34
1818;215.96
1819;996.59
1820;498.01
1821;268.27
1822;451.29
1823;675.41
1824;849.10
1825;753.67
1826;967.60
1827;690.19
1828;50.95
1829;442.24
1830;69.51
1831;806.00
1832;819.61
1833;26.01
1834;576.09
1835;820.57
1836;778.55
1837;484.03
1838;114.87
1839;490.93
1840;547.08
1841;656.73
1842;380.39
1843;258.71
1844;873.58
1845;702.53
1846;613.67
1847;622.51
1848;498.22
1849;147.59
1850;960.21
1851;992.49
1852;83.41
1853;372.31
1854;855.73
1855;165.15
1856;944.81
1857;155.62
1858;811.42
1859;174.10
1860;631.15
1861;461.61
1862;23.30
1863;466.64
1864;256.55
1865;262.43
1866;613.91
1867;885.18
1868;905.86
1869;165.61
1870;688.88
1871;37.63
1872;910.07
1873;694.72
1874;355.77
1875;861.61
1876;607.20
1877;938.07
1878;607.95
1879;903.42
1880;861.61
1881;371.61
1882;342.57
1883;984.81
1884;994.34
1885;599.64
1886;618.24
1887;837.83
1888;116.00
1889;419.61
1890;705.60
1891;131.64
1892;794.38
1893;525.82
1894;841.70
1895;913.34
1896;629.50
1897;20.83
1898;147.96
1899;59.79
1900;330.25
1901;163.14
1902;750.56
1903;227.16
1904;469.05
1905;125.21
1906;792.13
1907;150.55
1908;213.22
1909;406.37
1910;283.78
1911;867.54
1912;55.56
1913;422.42
1914;758.13
1915;296.04
1916;790.11
1917;375.24
1918;425.21
1919;369.84
1920;343.82
1921;694.14
1922;445.83
1923;82.77
1924;940.23
1925;793.74
1926;919.86
1927;116.83
1928;476.49
1929;272.45
1930;720.44
1931;308.48
1932;942.20
1933;960.29
1934;889.53
1935;562.60
1936;734.95
1937;355.05
1938;844.86
1939;374.26
1940;655.60
1941;61.88
1942;514.09
1943;464.58
1944;194.37
1945;452.89
1946;327.81
1947;38.91
1948;187.71
1949;110.46
1950;229.97
1951;893.19
1952;295.81
1953;91.11
1954;281.60
1955;547.35
1956;660.25
1957;184.76
1958;21.79
1959;333.38
1960;312.67
1961;468.81
1962;128.17
1963;390.27
1964;976.27
1965;325.74
1966;648.91
1967;757.76
1968;334.31
1969;48.50
1970;437.53
1971;796.79
1972;452.35
1973;358.91
1974;72.86
1975;695.55
1976;194.25
1977;830.76
1978;387.12
1979;47.11
1980;765.96
1981;721.62
1982;157.18
1983;566.99
1984;655.57
1985;175.05
1986;136.19
1987;37.24
1988;913.33
1989;858.67
1990;735.94
1991;717.48
1992;671.20
1993;112.13
1994;33.79
1995;752.49
1996;677.75
1997;794.31
1998;532.27
1999;271.12
2000;461.51
2001;678.93
2002;584.40
2003;692.03
2004;913.33
2005;953.94
2006;153.20
2007;267.83
2008;796.80
2009;891.62
2010;479.90
2011;951.14
2012;954.48
2013;453.58
2014;672.25
2015;93.80
2016;877.50
2017;837.39
2018;51.71
2019;133.30
2020;566.05
2021;200.51
2022;375.90
2023;959.49
2024;389.26
2025;570.84
2026;102.03
2027;829.01
2028;374.18
2029;733.08
2030;335.46
2031;44.73
2032;775.89
2033;565.60
2034;37.95
2035;623.34
2036;843.13
2037;653.02
2038;310.58
2039;335.42
2040;37.50
2041;876.88
2042;457.11
2043;619.08
2044;107.90
2045;768.39
2046;55.73
2047;661.14
2048;106.49
2049;335.62
2050;879.11
2051;27.47
2052;37.95
2053;690.44
2054;766.02
2055;268.31
2056;38.95
2057;280.08
2058;221.05
2059;503.57
2060;751.98
2061;352.50
2062;663.55
2063;568.15
2064;444.05
2065;915.36
2066;21.36
2067;48.03
2068;308.86
2069;544.15
2070;530.88
2071;664.07
2072;719.11
2073;196.77
2074;860.63
2075;642.41
2076;864.81
2077;718.93
2078;942.68
2079;167.86
2080;302.64
2081;477.64
2082;313.23
2083;129.84
2084;291.91
2085;418.61
2086;632.04
2087;519.11
2088;703.30
2089;967.19
2090;28.61
2091;838.09
2092;437.99
2093;122.47
2094;772.70
2095;187.38
2096;407.02
2097;349.40
2098;386.09
2099;66.94
2100;733.01
2101;514.59
2102;603.62
2103;941.50
2104;490.15
2105;838.36
2106;611.97
2107;326.80
2108;971.97
2109;387.44
2110;447.08
2111;475.58
2112;790.95
2113;290.89
2114;932.77
2115;40.64
2116;109.50
2117;505.00
2118;976.76
2119;825.94
2120;57.21
2121;402.18
2122;643.43
2123;145.95
2124;686.11
2125;413.52
2126;577.07
2127;518.76
2128;992.45
2129;455.01
2130;914.36
2131;538.97
2132;331.26
2133;913.26
2134;720.05
2135;372.54
2136;788.37
2137;238.48
2138;826.09
2139;727.93
2140;53.28
